year_start,year_end,flow_type,dest_statefips,origin_statefips,origin_state_abbr,origin_state_name,n_returns,n_exemptions,agi_thousands
2014,2015,inflow,54,16,ID,"Idaho",17,37,312
2014,2015,inflow,54,31,NE,"Nebraska",15,29,619
2014,2015,inflow,54,46,SD,"South Dakota",13,28,710
2014,2015,inflow,54,23,ME,"Maine",11,18,324
2014,2015,inflow,54,44,RI,"Rhode Island",-1,-1,-1
2014,2015,inflow,54,50,VT,"Vermont",-1,-1,-1
2014,2015,inflow,55,96,WI,"WI Total Migration-US and Foreign",31000,54911,1626394
2014,2015,inflow,55,97,WI,"WI Total Migration-US",30412,53697,1586144
2014,2015,inflow,55,98,WI,"WI Total Migration-Foreign",588,1214,40250
2014,2015,inflow,55,97,WI,"WI Total Migration-Same State",59189,98765,2599938
2014,2015,inflow,55,55,WI,"WI Non-migrants",2252810,4741900,153754196
2014,2015,inflow,55,17,IL,"Illinois",6627,11837,379695
2014,2015,inflow,55,27,MN,"Minnesota",4296,7194,232753
2014,2015,inflow,55,48,TX,"Texas",1803,3527,78611
2014,2015,inflow,55,06,CA,"California",1703,3047,93059
2014,2015,inflow,55,12,FL,"Florida",1660,2806,91038
2014,2015,inflow,55,26,MI,"Michigan",1601,2717,76151
2014,2015,inflow,55,19,IA,"Iowa",951,1639,50878
2014,2015,inflow,55,04,AZ,"Arizona",829,1439,41876
2014,2015,inflow,55,18,IN,"Indiana",716,1379,32405
2014,2015,inflow,55,36,NY,"New York",706,1150,36811
2014,2015,inflow,55,08,CO,"Colorado",679,1094,53054
2014,2015,inflow,55,37,NC,"North Carolina",625,1139,30361
2014,2015,inflow,55,57,FR,"Foreign",588,1214,40250
2014,2015,inflow,55,39,OH,"Ohio",574,988,29884
2014,2015,inflow,55,13,GA,"Georgia",503,974,29960
2014,2015,inflow,55,29,MO,"Missouri",502,891,20524
2014,2015,inflow,55,42,PA,"Pennsylvania",469,864,27926
2014,2015,inflow,55,51,VA,"Virginia",448,795,24536
2014,2015,inflow,55,53,WA,"Washington",437,799,20913
2014,2015,inflow,55,47,TN,"Tennessee",435,802,18627
2014,2015,inflow,55,34,NJ,"New Jersey",287,543,6621
2014,2015,inflow,55,32,NV,"Nevada",270,417,12119
2014,2015,inflow,55,38,ND,"North Dakota",255,434,13557
2014,2015,inflow,55,20,KS,"Kansas",243,483,10662
2014,2015,inflow,55,21,KY,"Kentucky",242,438,9395
2014,2015,inflow,55,24,MD,"Maryland",238,397,13288
2014,2015,inflow,55,45,SC,"South Carolina",235,421,10904
2014,2015,inflow,55,41,OR,"Oregon",223,361,8904
2014,2015,inflow,55,05,AR,"Arkansas",221,403,8818
2014,2015,inflow,55,25,MA,"Massachusetts",213,341,15934
2014,2015,inflow,55,40,OK,"Oklahoma",196,378,8155
2014,2015,inflow,55,46,SD,"South Dakota",187,348,8336
2014,2015,inflow,55,28,MS,"Mississippi",180,358,4665
2014,2015,inflow,55,49,UT,"Utah",163,298,7421
2014,2015,inflow,55,31,NE,"Nebraska",163,307,7771
2014,2015,inflow,55,01,AL,"Alabama",154,264,2900
2014,2015,inflow,55,22,LA,"Louisiana",153,271,5919
2014,2015,inflow,55,09,CT,"Connecticut",147,253,11268
2014,2015,inflow,55,15,HI,"Hawaii",143,220,5115
2014,2015,inflow,55,35,NM,"New Mexico",128,215,6671
2014,2015,inflow,55,30,MT,"Montana",119,219,7000
2014,2015,inflow,55,02,AK,"Alaska",113,179,4568
2014,2015,inflow,55,16,ID,"Idaho",98,187,5212
2014,2015,inflow,55,56,WY,"Wyoming",85,139,3409
2014,2015,inflow,55,10,DE,"Delaware",84,256,3005
2014,2015,inflow,55,11,DC,"District Of Columbia",79,97,5526
2014,2015,inflow,55,54,WV,"West Virginia",72,121,2568
2014,2015,inflow,55,23,ME,"Maine",51,97,2533
2014,2015,inflow,55,33,NH,"New Hampshire",46,73,2118
2014,2015,inflow,55,50,VT,"Vermont",30,50,1557
2014,2015,inflow,55,44,RI,"Rhode Island",30,48,1163
2014,2015,inflow,56,96,WY,"WY Total Migration-US and Foreign",9585,18277,774037
2014,2015,inflow,56,97,WY,"WY Total Migration-US",9407,17909,763760
2014,2015,inflow,56,98,WY,"WY Total Migration-Foreign",178,368,10276
2014,2015,inflow,56,97,WY,"WY Total Migration-Same State",3948,7022,225835
2014,2015,inflow,56,56,WY,"WY Non-migrants",216928,464394,19453339
2014,2015,inflow,56,08,CO,"Colorado",1474,2732,84341
2014,2015,inflow,56,06,CA,"California",798,1483,75995
2014,2015,inflow,56,49,UT,"Utah",652,1514,46579
2014,2015,inflow,56,48,TX,"Texas",567,1139,118793
2014,2015,inflow,56,30,MT,"Montana",531,966,28910
2014,2015,inflow,56,16,ID,"Idaho",390,858,21110
2014,2015,inflow,56,04,AZ,"Arizona",345,686,20599
2014,2015,inflow,56,31,NE,"Nebraska",312,565,14393
2014,2015,inflow,56,46,SD,"South Dakota",299,581,14244
2014,2015,inflow,56,53,WA,"Washington",271,533,11498
2014,2015,inflow,56,12,FL,"Florida",237,454,10657
2014,2015,inflow,56,38,ND,"North Dakota",234,465,16503
2014,2015,inflow,56,32,NV,"Nevada",222,417,12146
2014,2015,inflow,56,41,OR,"Oregon",180,313,11200
2014,2015,inflow,56,57,FR,"Foreign",178,368,10276
2014,2015,inflow,56,26,MI,"Michigan",165,265,7266
2014,2015,inflow,56,35,NM,"New Mexico",153,345,7244
2014,2015,inflow,56,17,IL,"Illinois",153,275,7955
2014,2015,inflow,56,36,NY,"New York",142,214,27415
2014,2015,inflow,56,29,MO,"Missouri",137,254,4943
2014,2015,inflow,56,42,PA,"Pennsylvania",133,227,8604
2014,2015,inflow,56,27,MN,"Minnesota",130,199,9011
2014,2015,inflow,56,40,OK,"Oklahoma",129,279,6358
2014,2015,inflow,56,37,NC,"North Carolina",123,219,10143
2014,2015,inflow,56,55,WI,"Wisconsin",120,192,6274
2014,2015,inflow,56,51,VA,"Virginia",116,200,10994
2014,2015,inflow,56,39,OH,"Ohio",115,227,5786
2014,2015,inflow,56,13,GA,"Georgia",112,231,9122
2014,2015,inflow,56,20,KS,"Kansas",110,209,5570
2014,2015,inflow,56,02,AK,"Alaska",87,161,5815
2014,2015,inflow,56,19,IA,"Iowa",83,140,3046
2014,2015,inflow,56,18,IN,"Indiana",76,144,2990
2014,2015,inflow,56,05,AR,"Arkansas",76,179,2823
2014,2015,inflow,56,47,TN,"Tennessee",75,146,30006
2014,2015,inflow,56,25,MA,"Massachusetts",74,106,12023
2014,2015,inflow,56,45,SC,"South Carolina",61,102,2989
2014,2015,inflow,56,01,AL,"Alabama",61,112,2975
2014,2015,inflow,56,24,MD,"Maryland",57,105,6936
2014,2015,inflow,56,22,LA,"Louisiana",56,112,3511
2014,2015,inflow,56,21,KY,"Kentucky",47,71,1796
2014,2015,inflow,56,28,MS,"Mississippi",46,89,6382
2014,2015,inflow,56,09,CT,"Connecticut",43,57,11755
2014,2015,inflow,56,54,WV,"West Virginia",40,79,2309
2014,2015,inflow,56,15,HI,"Hawaii",40,82,1696
2014,2015,inflow,56,34,NJ,"New Jersey",37,61,49979
2014,2015,inflow,56,23,ME,"Maine",36,49,964
2014,2015,inflow,56,50,VT,"Vermont",33,35,1148
2014,2015,inflow,56,33,NH,"New Hampshire",29,37,962
2014,2015,inflow,56,44,RI,"Rhode Island",-1,-1,-1
2014,2015,inflow,56,11,DC,"District Of Columbia",-1,-1,-1
2014,2015,inflow,56,10,DE,"Delaware",-1,-1,-1
2014,2015,outflow,01,96,AL,"AL Total Migration-US and Foreign",35681,69378,1597829
2014,2015,outflow,01,97,AL,"AL Total Migration-US",34967,67911,1561677
2014,2015,outflow,01,98,AL,"AL Total Migration-Foreign",714,1467,36152
2014,2015,outflow,01,97,AL,"AL Total Migration-Same State",46630,95832,1871804
2014,2015,outflow,01,01,AL,"AL Non-migrants",1598458,3579600,96406319
2014,2015,outflow,01,13,GA,"Georgia",6655,13258,254092
2014,2015,outflow,01,12,FL,"Florida",5329,10204,303897
2014,2015,outflow,01,48,TX,"Texas",3674,7397,154428
2014,2015,outflow,01,47,TN,"Tennessee",3116,5881,139622
2014,2015,outflow,01,28,MS,"Mississippi",2022,4275,83165
2014,2015,outflow,01,06,CA,"California",1232,2198,59586
2014,2015,outflow,01,37,NC,"North Carolina",1214,2296,56031
2014,2015,outflow,01,22,LA,"Louisiana",1037,1956,49626
2014,2015,outflow,01,51,VA,"Virginia",828,1610,46498
2014,2015,outflow,01,57,FR,"Foreign",714,1467,36152
2014,2015,outflow,01,45,SC,"South Carolina",669,1313,14230
2014,2015,outflow,01,08,CO,"Colorado",628,1130,28097
2014,2015,outflow,01,36,NY,"New York",609,1057,24306
2014,2015,outflow,01,39,OH,"Ohio",593,1179,23837
2014,2015,outflow,01,17,IL,"Illinois",561,1045,25851
2014,2015,outflow,01,26,MI,"Michigan",559,1110,19223
2014,2015,outflow,01,21,KY,"Kentucky",523,1098,21678
2014,2015,outflow,01,53,WA,"Washington",413,747,18448
2014,2015,outflow,01,18,IN,"Indiana",412,819,19452
2014,2015,outflow,01,29,MO,"Missouri",394,716,18372
2014,2015,outflow,01,24,MD,"Maryland",386,691,17660
2014,2015,outflow,01,42,PA,"Pennsylvania",362,722,17173
2014,2015,outflow,01,04,AZ,"Arizona",341,643,16174
2014,2015,outflow,01,40,OK,"Oklahoma",335,675,15080
2014,2015,outflow,01,05,AR,"Arkansas",298,625,13851
2014,2015,outflow,01,20,KS,"Kansas",247,511,9981
2014,2015,outflow,01,34,NJ,"New Jersey",184,323,7510
2014,2015,outflow,01,25,MA,"Massachusetts",182,281,7327
2014,2015,outflow,01,15,HI,"Hawaii",175,345,7418
2014,2015,outflow,01,32,NV,"Nevada",167,327,7062
2014,2015,outflow,01,55,WI,"Wisconsin",154,264,2900
2014,2015,outflow,01,27,MN,"Minnesota",142,286,6733
2014,2015,outflow,01,41,OR,"Oregon",138,260,5595
2014,2015,outflow,01,19,IA,"Iowa",130,239,5270
2014,2015,outflow,01,02,AK,"Alaska",128,278,6138
2014,2015,outflow,01,35,NM,"New Mexico",122,232,6285
2014,2015,outflow,01,49,UT,"Utah",120,249,5234
2014,2015,outflow,01,31,NE,"Nebraska",107,225,4780
2014,2015,outflow,01,09,CT,"Connecticut",105,206,5588
2014,2015,outflow,01,54,WV,"West Virginia",92,193,3784
2014,2015,outflow,01,38,ND,"North Dakota",88,171,4348
2014,2015,outflow,01,11,DC,"District Of Columbia",83,111,4147
2014,2015,outflow,01,56,WY,"Wyoming",61,112,2975
2014,2015,outflow,01,23,ME,"Maine",52,90,3142
2014,2015,outflow,01,30,MT,"Montana",50,86,2166
2014,2015,outflow,01,16,ID,"Idaho",49,95,2383
2014,2015,outflow,01,33,NH,"New Hampshire",47,80,2646
2014,2015,outflow,01,44,RI,"Rhode Island",46,100,2242
2014,2015,outflow,01,10,DE,"Delaware",42,82,3067
2014,2015,outflow,01,46,SD,"South Dakota",41,82,1558
2014,2015,outflow,01,50,VT,"Vermont",25,38,1023
2014,2015,outflow,02,96,AK,"AK Total Migration-US and Foreign",13405,25022,701834
2014,2015,outflow,02,97,AK,"AK Total Migration-US",12950,24148,678765
2014,2015,outflow,02,98,AK,"AK Total Migration-Foreign",455,874,23069
2014,2015,outflow,02,97,AK,"AK Total Migration-Same State",5788,10559,313287
2014,2015,outflow,02,02,AK,"AK Non-migrants",265963,558608,21208409
2014,2015,outflow,02,53,WA,"Washington",1712,3037,92567
2014,2015,outflow,02,06,CA,"California",1175,2104,50188
2014,2015,outflow,02,48,TX,"Texas",1103,2232,75267
2014,2015,outflow,02,41,OR,"Oregon",761,1241,38976
2014,2015,outflow,02,12,FL,"Florida",703,1243,35908
2014,2015,outflow,02,04,AZ,"Arizona",612,1140,35898
2014,2015,outflow,02,08,CO,"Colorado",549,986,32613
2014,2015,outflow,02,57,FR,"Foreign",455,874,23069
2014,2015,outflow,02,37,NC,"North Carolina",410,847,16821
2014,2015,outflow,02,13,GA,"Georgia",368,823,14978
2014,2015,outflow,02,16,ID,"Idaho",335,647,21140
2014,2015,outflow,02,32,NV,"Nevada",325,584,22043
2014,2015,outflow,02,15,HI,"Hawaii",303,628,13113
2014,2015,outflow,02,51,VA,"Virginia",273,535,15598
2014,2015,outflow,02,36,NY,"New York",263,443,10023
2014,2015,outflow,02,26,MI,"Michigan",226,379,10439
2014,2015,outflow,02,27,MN,"Minnesota",214,373,11450
2014,2015,outflow,02,17,IL,"Illinois",213,376,11020
2014,2015,outflow,02,30,MT,"Montana",213,369,12927
2014,2015,outflow,02,29,MO,"Missouri",211,433,10518
2014,2015,outflow,02,47,TN,"Tennessee",205,417,10120
2014,2015,outflow,02,49,UT,"Utah",199,402,11185
2014,2015,outflow,02,40,OK,"Oklahoma",182,372,10976
2014,2015,outflow,02,39,OH,"Ohio",174,313,7491
2014,2015,outflow,02,42,PA,"Pennsylvania",159,280,7676
2014,2015,outflow,02,45,SC,"South Carolina",159,316,6910
2014,2015,outflow,02,35,NM,"New Mexico",135,276,7880
2014,2015,outflow,02,22,LA,"Louisiana",133,272,7368
2014,2015,outflow,02,20,KS,"Kansas",133,335,5290
2014,2015,outflow,02,21,KY,"Kentucky",129,281,6258
2014,2015,outflow,02,55,WI,"Wisconsin",113,179,4568
2014,2015,outflow,02,01,AL,"Alabama",107,223,4869
2014,2015,outflow,02,24,MD,"Maryland",104,194,4463
2014,2015,outflow,02,25,MA,"Massachusetts",101,145,5060
2014,2015,outflow,02,18,IN,"Indiana",95,172,3718
2014,2015,outflow,02,05,AR,"Arkansas",95,184,3952
2014,2015,outflow,02,38,ND,"North Dakota",87,164,5608
2014,2015,outflow,02,56,WY,"Wyoming",87,161,5815
2014,2015,outflow,02,19,IA,"Iowa",75,147,3019
2014,2015,outflow,02,31,NE,"Nebraska",73,138,3756
2014,2015,outflow,02,34,NJ,"New Jersey",67,133,3061
2014,2015,outflow,02,46,SD,"South Dakota",65,117,3913
2014,2015,outflow,02,28,MS,"Mississippi",61,111,2296
2014,2015,outflow,02,23,ME,"Maine",56,91,2294
2014,2015,outflow,02,33,NH,"New Hampshire",41,63,2537
2014,2015,outflow,02,54,WV,"West Virginia",32,60,1149
2014,2015,outflow,02,09,CT,"Connecticut",31,46,1285
2014,2015,outflow,02,11,DC,"District Of Columbia",27,36,2388
2014,2015,outflow,02,50,VT,"Vermont",25,45,1122
2014,2015,outflow,02,10,DE,"Delaware",18,33,693
2014,2015,outflow,02,44,RI,"Rhode Island",13,22,556
2014,2015,outflow,04,96,AZ,"AZ Total Migration-US and Foreign",63693,120204,3405754
2014,2015,outflow,04,97,AZ,"AZ Total Migration-US",61486,115712,3272884
2014,2015,outflow,04,98,AZ,"AZ Total Migration-Foreign",2207,4492,132870
2014,2015,outflow,04,97,AZ,"AZ Total Migration-Same State",29884,59753,1246123
2014,2015,outflow,04,04,AZ,"AZ Non-migrants",2229625,4942639,142623684
2014,2015,outflow,04,06,CA,"California",12564,22988,651807
2014,2015,outflow,04,48,TX,"Texas",6523,13582,422295
2014,2015,outflow,04,08,CO,"Colorado",3464,6291,180849
2014,2015,outflow,04,53,WA,"Washington",3432,6174,164450
2014,2015,outflow,04,35,NM,"New Mexico",2609,5913,89268
2014,2015,outflow,04,32,NV,"Nevada",2541,5017,143019
2014,2015,outflow,04,12,FL,"Florida",2493,4431,166316
2014,2015,outflow,04,57,FR,"Foreign",2207,4492,132870
2014,2015,outflow,04,41,OR,"Oregon",2004,3591,95938
2014,2015,outflow,04,17,IL,"Illinois",1804,3066,103580
2014,2015,outflow,04,49,UT,"Utah",1800,4016,87897
2014,2015,outflow,04,36,NY,"New York",1395,2201,78972
2014,2015,outflow,04,26,MI,"Michigan",1231,2173,67227
2014,2015,outflow,04,37,NC,"North Carolina",1120,2169,57409
2014,2015,outflow,04,39,OH,"Ohio",1078,1912,54339
2014,2015,outflow,04,13,GA,"Georgia",1061,2139,53645
2014,2015,outflow,04,27,MN,"Minnesota",1050,1773,50798
2014,2015,outflow,04,51,VA,"Virginia",1001,1873,55148
2014,2015,outflow,04,42,PA,"Pennsylvania",848,1468,40313
2014,2015,outflow,04,55,WI,"Wisconsin",829,1439,41876
2014,2015,outflow,04,29,MO,"Missouri",811,1593,41394
2014,2015,outflow,04,16,ID,"Idaho",801,1604,37278
2014,2015,outflow,04,40,OK,"Oklahoma",714,1436,31630
2014,2015,outflow,04,47,TN,"Tennessee",710,1364,42456
2014,2015,outflow,04,18,IN,"Indiana",671,1253,63488
2014,2015,outflow,04,15,HI,"Hawaii",588,1049,28465
2014,2015,outflow,04,20,KS,"Kansas",586,1105,25537
2014,2015,outflow,04,24,MD,"Maryland",565,975,35232
2014,2015,outflow,04,19,IA,"Iowa",564,1026,24588
2014,2015,outflow,04,30,MT,"Montana",516,922,29129
2014,2015,outflow,04,34,NJ,"New Jersey",514,884,32885
2014,2015,outflow,04,25,MA,"Massachusetts",510,800,27573
2014,2015,outflow,04,02,AK,"Alaska",486,871,28598
2014,2015,outflow,04,38,ND,"North Dakota",481,904,24654
2014,2015,outflow,04,31,NE,"Nebraska",476,899,3304
2014,2015,outflow,04,45,SC,"South Carolina",451,877,24557
2014,2015,outflow,04,46,SD,"South Dakota",371,638,22594
2014,2015,outflow,04,22,LA,"Louisiana",366,671,15524
2014,2015,outflow,04,21,KY,"Kentucky",348,669,14258
2014,2015,outflow,04,56,WY,"Wyoming",345,686,20599
2014,2015,outflow,04,05,AR,"Arkansas",326,661,13834
2014,2015,outflow,04,01,AL,"Alabama",285,575,16478
2014,2015,outflow,04,09,CT,"Connecticut",236,400,15645
2014,2015,outflow,04,28,MS,"Mississippi",197,425,9168
2014,2015,outflow,04,23,ME,"Maine",148,248,4022
2014,2015,outflow,04,33,NH,"New Hampshire",139,227,7302
2014,2015,outflow,04,11,DC,"District Of Columbia",116,158,6190
2014,2015,outflow,04,54,WV,"West Virginia",103,190,5517
2014,2015,outflow,04,10,DE,"Delaware",75,148,4503
2014,2015,outflow,04,44,RI,"Rhode Island",72,126,3366
2014,2015,outflow,04,50,VT,"Vermont",68,112,7968
2014,2015,outflow,05,96,AR,"AR Total Migration-US and Foreign",23374,46025,1066224
2014,2015,outflow,05,97,AR,"AR Total Migration-US",22941,45147,1046409
2014,2015,outflow,05,98,AR,"AR Total Migration-Foreign",433,878,19815
2014,2015,outflow,05,97,AR,"AR Total Migration-Same State",32457,65470,1161833
2014,2015,outflow,05,05,AR,"AR Non-migrants",954334,2145497,58280625
2014,2015,outflow,05,48,TX,"Texas",5177,10247,246150
2014,2015,outflow,05,40,OK,"Oklahoma",2110,4524,80682
2014,2015,outflow,05,29,MO,"Missouri",1987,4006,71670
2014,2015,outflow,05,47,TN,"Tennessee",1481,2918,58908
2014,2015,outflow,05,12,FL,"Florida",1202,2263,93334
2014,2015,outflow,05,06,CA,"California",1115,2039,44453
2014,2015,outflow,05,22,LA,"Louisiana",912,1925,38791
2014,2015,outflow,05,28,MS,"Mississippi",675,1392,25281
2014,2015,outflow,05,17,IL,"Illinois",607,1132,24461
2014,2015,outflow,05,13,GA,"Georgia",580,1161,26895
2014,2015,outflow,05,08,CO,"Colorado",579,1069,29473
2014,2015,outflow,05,57,FR,"Foreign",433,878,19815
2014,2015,outflow,05,20,KS,"Kansas",422,826,17309
2014,2015,outflow,05,37,NC,"North Carolina",403,815,19772
2014,2015,outflow,05,04,AZ,"Arizona",403,749,16036
2014,2015,outflow,05,53,WA,"Washington",361,692,21196
2014,2015,outflow,05,51,VA,"Virginia",348,648,23316
2014,2015,outflow,05,01,AL,"Alabama",338,703,15223
2014,2015,outflow,05,36,NY,"New York",297,466,10562
2014,2015,outflow,05,39,OH,"Ohio",289,588,17136
2014,2015,outflow,05,26,MI,"Michigan",271,538,10260
2014,2015,outflow,05,18,IN,"Indiana",265,496,9788
2014,2015,outflow,05,21,KY,"Kentucky",234,454,11097
2014,2015,outflow,05,55,WI,"Wisconsin",221,403,8818
2014,2015,outflow,05,45,SC,"South Carolina",205,416,9821
2014,2015,outflow,05,42,PA,"Pennsylvania",203,349,12371
2014,2015,outflow,05,32,NV,"Nevada",188,378,8596
2014,2015,outflow,05,19,IA,"Iowa",179,371,5638
2014,2015,outflow,05,41,OR,"Oregon",173,300,6346
2014,2015,outflow,05,27,MN,"Minnesota",167,305,9692
2014,2015,outflow,05,24,MD,"Maryland",138,259,7575
2014,2015,outflow,05,31,NE,"Nebraska",136,275,6094
2014,2015,outflow,05,35,NM,"New Mexico",129,244,5502
2014,2015,outflow,05,49,UT,"Utah",122,255,6226
2014,2015,outflow,05,34,NJ,"New Jersey",111,188,6426
2014,2015,outflow,05,38,ND,"North Dakota",104,200,5054
2014,2015,outflow,05,25,MA,"Massachusetts",100,162,4685
2014,2015,outflow,05,15,HI,"Hawaii",96,192,3035
2014,2015,outflow,05,02,AK,"Alaska",79,163,3807
2014,2015,outflow,05,56,WY,"Wyoming",76,179,2823
2014,2015,outflow,05,30,MT,"Montana",70,140,2288
2014,2015,outflow,05,46,SD,"South Dakota",63,113,3145
2014,2015,outflow,05,16,ID,"Idaho",61,133,5094
2014,2015,outflow,05,54,WV,"West Virginia",55,118,2196
2014,2015,outflow,05,09,CT,"Connecticut",49,89,2008
2014,2015,outflow,05,11,DC,"District Of Columbia",47,57,2488
2014,2015,outflow,05,33,NH,"New Hampshire",30,53,1647
2014,2015,outflow,05,10,DE,"Delaware",25,50,999
2014,2015,outflow,05,44,RI,"Rhode Island",22,50,1067
2014,2015,outflow,05,23,ME,"Maine",19,33,715
2014,2015,outflow,05,50,VT,"Vermont",17,21,461
2014,2015,outflow,06,96,CA,"CA Total Migration-US and Foreign",212337,388394,15681638
2014,2015,outflow,06,97,CA,"CA Total Migration-US",200440,365561,14560580
2014,2015,outflow,06,98,CA,"CA Total Migration-Foreign",11897,22833,1121058
2014,2015,outflow,06,97,CA,"CA Total Migration-Same State",364319,676488,24921124
2014,2015,outflow,06,06,CA,"CA Non-migrants",13658090,30666470,1154367010
2014,2015,outflow,06,48,TX,"Texas",25288,50924,1804603
2014,2015,outflow,06,32,NV,"Nevada",17680,33533,1610535
2014,2015,outflow,06,04,AZ,"Arizona",15330,29184,1013447
2014,2015,outflow,06,53,WA,"Washington",15010,27516,1065233
2014,2015,outflow,06,57,FR,"Foreign",11897,22833,1121058
2014,2015,outflow,06,41,OR,"Oregon",11621,20178,664130
2014,2015,outflow,06,36,NY,"New York",10759,15092,1032711
2014,2015,outflow,06,12,FL,"Florida",10239,18149,1162002
2014,2015,outflow,06,08,CO,"Colorado",8337,14858,646116
2014,2015,outflow,06,17,IL,"Illinois",5405,9125,398651
2014,2015,outflow,06,51,VA,"Virginia",5184,9727,372849
2014,2015,outflow,06,13,GA,"Georgia",4998,9491,308613
2014,2015,outflow,06,37,NC,"North Carolina",4854,9435,307171
2014,2015,outflow,06,15,HI,"Hawaii",4508,7779,301849
2014,2015,outflow,06,49,UT,"Utah",4330,8902,251675
2014,2015,outflow,06,25,MA,"Massachusetts",3395,5187,335401
2014,2015,outflow,06,16,ID,"Idaho",3253,6743,213209
2014,2015,outflow,06,42,PA,"Pennsylvania",3198,5230,256309
2014,2015,outflow,06,47,TN,"Tennessee",2922,5468,184086
2014,2015,outflow,06,39,OH,"Ohio",2808,4857,176069
2014,2015,outflow,06,26,MI,"Michigan",2794,4906,164638
2014,2015,outflow,06,24,MD,"Maryland",2716,4638,164545
2014,2015,outflow,06,34,NJ,"New Jersey",2666,4695,252545
2014,2015,outflow,06,29,MO,"Missouri",2421,4417,125672
2014,2015,outflow,06,40,OK,"Oklahoma",2199,4300,80912
2014,2015,outflow,06,27,MN,"Minnesota",2139,3766,132442
2014,2015,outflow,06,35,NM,"New Mexico",2030,3689,110645
2014,2015,outflow,06,18,IN,"Indiana",1830,3448,94148
2014,2015,outflow,06,22,LA,"Louisiana",1771,3105,84039
2014,2015,outflow,06,55,WI,"Wisconsin",1703,3047,93059
2014,2015,outflow,06,45,SC,"South Carolina",1632,2978,110849
2014,2015,outflow,06,20,KS,"Kansas",1564,3004,64787
2014,2015,outflow,06,30,MT,"Montana",1275,2244,113013
2014,2015,outflow,06,02,AK,"Alaska",1271,2249,56604
2014,2015,outflow,06,05,AR,"Arkansas",1270,2480,50134
2014,2015,outflow,06,09,CT,"Connecticut",1248,2069,107745
2014,2015,outflow,06,21,KY,"Kentucky",1187,2209,67338
2014,2015,outflow,06,11,DC,"District Of Columbia",1184,1409,79258
2014,2015,outflow,06,01,AL,"Alabama",1169,2274,55689
2014,2015,outflow,06,31,NE,"Nebraska",991,2012,47689
2014,2015,outflow,06,19,IA,"Iowa",975,1859,41183
2014,2015,outflow,06,38,ND,"North Dakota",880,1585,38059
2014,2015,outflow,06,28,MS,"Mississippi",810,1588,47318
2014,2015,outflow,06,56,WY,"Wyoming",798,1483,75995
2014,2015,outflow,06,46,SD,"South Dakota",573,1057,33792
2014,2015,outflow,06,33,NH,"New Hampshire",487,778,31862
2014,2015,outflow,06,23,ME,"Maine",462,733,35605
2014,2015,outflow,06,44,RI,"Rhode Island",406,711,23637
2014,2015,outflow,06,10,DE,"Delaware",311,549,32683
2014,2015,outflow,06,50,VT,"Vermont",290,448,29760
2014,2015,outflow,06,54,WV,"West Virginia",269,453,10273
2014,2015,outflow,08,96,CO,"CO Total Migration-US and Foreign",56653,102784,3618217
2014,2015,outflow,08,97,CO,"CO Total Migration-US",54894,99310,3495310
2014,2015,outflow,08,98,CO,"CO Total Migration-Foreign",1759,3474,122907
2014,2015,outflow,08,97,CO,"CO Total Migration-Same State",89984,162557,4928376
2014,2015,outflow,08,08,CO,"CO Non-migrants",1932425,4134014,157232055
2014,2015,outflow,08,48,TX,"Texas",6641,13360,463370
2014,2015,outflow,08,06,CA,"California",6317,10684,446800
2014,2015,outflow,08,12,FL,"Florida",3720,6590,487532
2014,2015,outflow,08,04,AZ,"Arizona",3292,5903,213866
2014,2015,outflow,08,53,WA,"Washington",2154,3710,127938
2014,2015,outflow,08,57,FR,"Foreign",1759,3474,122907
2014,2015,outflow,08,35,NM,"New Mexico",1635,3170,82398
2014,2015,outflow,08,56,WY,"Wyoming",1474,2732,84341
2014,2015,outflow,08,17,IL,"Illinois",1451,2370,85995
2014,2015,outflow,08,36,NY,"New York",1402,2057,84079
2014,2015,outflow,08,41,OR,"Oregon",1303,2142,67135
2014,2015,outflow,08,13,GA,"Georgia",1260,2553,71556
2014,2015,outflow,08,49,UT,"Utah",1257,2525,59533
2014,2015,outflow,08,32,NV,"Nevada",1249,2143,85973
2014,2015,outflow,08,37,NC,"North Carolina",1234,2420,69422
2014,2015,outflow,08,20,KS,"Kansas",1190,2301,50853
2014,2015,outflow,08,51,VA,"Virginia",1136,2113,71808
2014,2015,outflow,08,31,NE,"Nebraska",1106,2060,46032
2014,2015,outflow,08,29,MO,"Missouri",1103,2071,52468
2014,2015,outflow,08,40,OK,"Oklahoma",1011,2027,50114
2014,2015,outflow,08,26,MI,"Michigan",960,1621,44124
2014,2015,outflow,08,27,MN,"Minnesota",889,1582,43566
2014,2015,outflow,08,39,OH,"Ohio",854,1459,42909
2014,2015,outflow,08,47,TN,"Tennessee",831,1532,42417
2014,2015,outflow,08,42,PA,"Pennsylvania",823,1344,41544
2014,2015,outflow,08,30,MT,"Montana",698,1168,29938
2014,2015,outflow,08,55,WI,"Wisconsin",679,1094,53054
2014,2015,outflow,08,25,MA,"Massachusetts",649,982,41843
2014,2015,outflow,08,16,ID,"Idaho",631,1207,32062
2014,2015,outflow,08,19,IA,"Iowa",619,1125,25431
2014,2015,outflow,08,15,HI,"Hawaii",618,1216,33076
2014,2015,outflow,08,18,IN,"Indiana",607,1082,28196
2014,2015,outflow,08,24,MD,"Maryland",563,959,34454
