year_start,year_end,flow_type,dest_statefips,origin_statefips,origin_state_abbr,origin_state_name,n_returns,n_exemptions,agi_thousands
2014,2015,inflow,21,49,UT,"Utah",110,257,4356
2014,2015,inflow,21,41,OR,"Oregon",105,193,4066
2014,2015,inflow,21,35,NM,"New Mexico",99,201,4355
2014,2015,inflow,21,31,NE,"Nebraska",88,158,4035
2014,2015,inflow,21,46,SD,"South Dakota",64,115,1638
2014,2015,inflow,21,33,NH,"New Hampshire",56,112,2374
2014,2015,inflow,21,23,ME,"Maine",56,102,2426
2014,2015,inflow,21,56,WY,"Wyoming",52,97,2980
2014,2015,inflow,21,38,ND,"North Dakota",51,85,2432
2014,2015,inflow,21,30,MT,"Montana",50,87,1553
2014,2015,inflow,21,16,ID,"Idaho",50,104,1552
2014,2015,inflow,21,44,RI,"Rhode Island",48,82,2346
2014,2015,inflow,21,11,DC,"District Of Columbia",44,63,2358
2014,2015,inflow,21,10,DE,"Delaware",35,60,1981
2014,2015,inflow,21,50,VT,"Vermont",24,49,1085
2014,2015,inflow,22,96,LA,"LA Total Migration-US and Foreign",32073,61174,1536488
2014,2015,inflow,22,97,LA,"LA Total Migration-US",31307,59437,1491268
2014,2015,inflow,22,98,LA,"LA Total Migration-Foreign",766,1737,45220
2014,2015,inflow,22,97,LA,"LA Total Migration-Same State",55172,110371,2761369
2014,2015,inflow,22,22,LA,"LA Non-migrants",1543341,3382604,101610627
2014,2015,inflow,22,48,TX,"Texas",8707,17678,491229
2014,2015,inflow,22,28,MS,"Mississippi",3020,5828,128442
2014,2015,inflow,22,12,FL,"Florida",2197,3855,99152
2014,2015,inflow,22,06,CA,"California",1771,3105,84039
2014,2015,inflow,22,13,GA,"Georgia",1534,3072,55064
2014,2015,inflow,22,01,AL,"Alabama",1037,1956,49626
2014,2015,inflow,22,36,NY,"New York",923,1561,45392
2014,2015,inflow,22,05,AR,"Arkansas",912,1925,38791
2014,2015,inflow,22,37,NC,"North Carolina",842,1698,30017
2014,2015,inflow,22,47,TN,"Tennessee",838,1586,38152
2014,2015,inflow,22,57,FR,"Foreign",766,1737,45220
2014,2015,inflow,22,51,VA,"Virginia",673,1231,36253
2014,2015,inflow,22,17,IL,"Illinois",657,1054,27711
2014,2015,inflow,22,39,OH,"Ohio",515,867,22626
2014,2015,inflow,22,29,MO,"Missouri",504,954,22343
2014,2015,inflow,22,08,CO,"Colorado",491,860,22019
2014,2015,inflow,22,40,OK,"Oklahoma",452,889,19106
2014,2015,inflow,22,42,PA,"Pennsylvania",442,741,24569
2014,2015,inflow,22,26,MI,"Michigan",428,812,18381
2014,2015,inflow,22,53,WA,"Washington",408,795,21897
2014,2015,inflow,22,45,SC,"South Carolina",379,690,16876
2014,2015,inflow,22,04,AZ,"Arizona",366,671,15524
2014,2015,inflow,22,24,MD,"Maryland",363,624,18848
2014,2015,inflow,22,21,KY,"Kentucky",313,608,11798
2014,2015,inflow,22,34,NJ,"New Jersey",309,496,7726
2014,2015,inflow,22,18,IN,"Indiana",301,564,12195
2014,2015,inflow,22,32,NV,"Nevada",247,452,9788
2014,2015,inflow,22,25,MA,"Massachusetts",243,369,11317
2014,2015,inflow,22,20,KS,"Kansas",240,458,10335
2014,2015,inflow,22,55,WI,"Wisconsin",201,351,8758
2014,2015,inflow,22,35,NM,"New Mexico",181,328,8482
2014,2015,inflow,22,27,MN,"Minnesota",181,300,7114
2014,2015,inflow,22,15,HI,"Hawaii",154,345,6489
2014,2015,inflow,22,19,IA,"Iowa",145,271,6117
2014,2015,inflow,22,09,CT,"Connecticut",142,214,8029
2014,2015,inflow,22,41,OR,"Oregon",136,214,5095
2014,2015,inflow,22,02,AK,"Alaska",133,272,7368
2014,2015,inflow,22,49,UT,"Utah",118,264,4622
2014,2015,inflow,22,54,WV,"West Virginia",99,186,4999
2014,2015,inflow,22,31,NE,"Nebraska",92,152,3499
2014,2015,inflow,22,38,ND,"North Dakota",82,167,4549
2014,2015,inflow,22,56,WY,"Wyoming",73,164,1180
2014,2015,inflow,22,11,DC,"District Of Columbia",69,95,5462
2014,2015,inflow,22,44,RI,"Rhode Island",61,104,4129
2014,2015,inflow,22,16,ID,"Idaho",53,112,2461
2014,2015,inflow,22,30,MT,"Montana",50,109,1983
2014,2015,inflow,22,23,ME,"Maine",50,78,2143
2014,2015,inflow,22,33,NH,"New Hampshire",49,80,3115
2014,2015,inflow,22,46,SD,"South Dakota",46,97,2162
2014,2015,inflow,22,10,DE,"Delaware",42,80,3150
2014,2015,inflow,22,50,VT,"Vermont",38,55,1145
2014,2015,inflow,23,96,ME,"ME Total Migration-US and Foreign",10176,16548,568172
2014,2015,inflow,23,97,ME,"ME Total Migration-US",9954,16099,547272
2014,2015,inflow,23,98,ME,"ME Total Migration-Foreign",222,449,20901
2014,2015,inflow,23,97,ME,"ME Total Migration-Same State",11765,18847,454077
2014,2015,inflow,23,23,ME,"ME Non-migrants",509468,1013151,30912560
2014,2015,inflow,23,25,MA,"Massachusetts",1624,2441,102687
2014,2015,inflow,23,33,NH,"New Hampshire",1445,2252,60719
2014,2015,inflow,23,12,FL,"Florida",946,1523,41956
2014,2015,inflow,23,36,NY,"New York",767,1217,50094
2014,2015,inflow,23,06,CA,"California",462,733,35605
2014,2015,inflow,23,09,CT,"Connecticut",436,676,29812
2014,2015,inflow,23,48,TX,"Texas",348,644,19056
2014,2015,inflow,23,51,VA,"Virginia",329,615,22134
2014,2015,inflow,23,42,PA,"Pennsylvania",296,465,14129
2014,2015,inflow,23,37,NC,"North Carolina",276,470,15204
2014,2015,inflow,23,50,VT,"Vermont",265,396,11719
2014,2015,inflow,23,34,NJ,"New Jersey",264,418,17017
2014,2015,inflow,23,57,FR,"Foreign",222,449,20901
2014,2015,inflow,23,24,MD,"Maryland",177,307,13775
2014,2015,inflow,23,08,CO,"Colorado",160,253,9324
2014,2015,inflow,23,13,GA,"Georgia",156,287,6469
2014,2015,inflow,23,04,AZ,"Arizona",148,248,4022
2014,2015,inflow,23,44,RI,"Rhode Island",135,208,5357
2014,2015,inflow,23,39,OH,"Ohio",124,190,6440
2014,2015,inflow,23,53,WA,"Washington",118,191,4616
2014,2015,inflow,23,47,TN,"Tennessee",116,219,5807
2014,2015,inflow,23,45,SC,"South Carolina",99,170,4163
2014,2015,inflow,23,17,IL,"Illinois",98,166,11129
2014,2015,inflow,23,26,MI,"Michigan",88,154,4623
2014,2015,inflow,23,41,OR,"Oregon",79,123,3693
2014,2015,inflow,23,27,MN,"Minnesota",64,100,3027
2014,2015,inflow,23,18,IN,"Indiana",62,103,2866
2014,2015,inflow,23,29,MO,"Missouri",58,99,4272
2014,2015,inflow,23,02,AK,"Alaska",56,91,2294
2014,2015,inflow,23,21,KY,"Kentucky",55,94,2010
2014,2015,inflow,23,55,WI,"Wisconsin",54,100,2608
2014,2015,inflow,23,01,AL,"Alabama",52,90,3142
2014,2015,inflow,23,32,NV,"Nevada",50,78,1892
2014,2015,inflow,23,15,HI,"Hawaii",49,85,2424
2014,2015,inflow,23,22,LA,"Louisiana",47,68,2044
2014,2015,inflow,23,11,DC,"District Of Columbia",43,55,2600
2014,2015,inflow,23,49,UT,"Utah",43,84,1267
2014,2015,inflow,23,20,KS,"Kansas",40,81,1931
2014,2015,inflow,23,35,NM,"New Mexico",33,65,2412
2014,2015,inflow,23,30,MT,"Montana",32,42,924
2014,2015,inflow,23,40,OK,"Oklahoma",30,66,1342
2014,2015,inflow,23,19,IA,"Iowa",28,59,2125
2014,2015,inflow,23,10,DE,"Delaware",27,50,1536
2014,2015,inflow,23,46,SD,"South Dakota",27,54,1664
2014,2015,inflow,23,54,WV,"West Virginia",26,41,521
2014,2015,inflow,23,28,MS,"Mississippi",25,49,1241
2014,2015,inflow,23,56,WY,"Wyoming",22,27,630
2014,2015,inflow,23,16,ID,"Idaho",20,46,569
2014,2015,inflow,23,05,AR,"Arkansas",19,33,715
2014,2015,inflow,23,38,ND,"North Dakota",18,41,820
2014,2015,inflow,23,31,NE,"Nebraska",18,32,842
2014,2015,inflow,24,96,MD,"MD Total Migration-US and Foreign",60429,107742,3396285
2014,2015,inflow,24,97,MD,"MD Total Migration-US",58282,102692,3235127
2014,2015,inflow,24,98,MD,"MD Total Migration-Foreign",2147,5050,161158
2014,2015,inflow,24,97,MD,"MD Total Migration-Same State",63356,114871,3286397
2014,2015,inflow,24,24,MD,"MD Non-migrants",2244389,4699658,189941228
2014,2015,inflow,24,51,VA,"Virginia",10322,18653,559233
2014,2015,inflow,24,11,DC,"District Of Columbia",7197,12835,457245
2014,2015,inflow,24,42,PA,"Pennsylvania",5279,8542,268496
2014,2015,inflow,24,36,NY,"New York",4289,7331,242637
2014,2015,inflow,24,12,FL,"Florida",3581,6162,197823
2014,2015,inflow,24,34,NJ,"New Jersey",2838,5397,160558
2014,2015,inflow,24,06,CA,"California",2716,4638,164545
2014,2015,inflow,24,48,TX,"Texas",2640,5046,135432
2014,2015,inflow,24,37,NC,"North Carolina",2308,4129,102791
2014,2015,inflow,24,57,FR,"Foreign",2147,5050,161158
2014,2015,inflow,24,10,DE,"Delaware",1992,3571,91797
2014,2015,inflow,24,13,GA,"Georgia",1606,3073,75375
2014,2015,inflow,24,54,WV,"West Virginia",1175,2073,47955
2014,2015,inflow,24,39,OH,"Ohio",971,1573,50223
2014,2015,inflow,24,25,MA,"Massachusetts",909,1429,60235
2014,2015,inflow,24,17,IL,"Illinois",878,1501,98987
2014,2015,inflow,24,45,SC,"South Carolina",816,1414,34123
2014,2015,inflow,24,26,MI,"Michigan",648,1079,36951
2014,2015,inflow,24,09,CT,"Connecticut",587,945,46976
2014,2015,inflow,24,04,AZ,"Arizona",565,975,35232
2014,2015,inflow,24,08,CO,"Colorado",563,959,34454
2014,2015,inflow,24,47,TN,"Tennessee",543,936,27494
2014,2015,inflow,24,53,WA,"Washington",536,968,30681
2014,2015,inflow,24,15,HI,"Hawaii",389,764,20872
2014,2015,inflow,24,01,AL,"Alabama",386,691,17660
2014,2015,inflow,24,18,IN,"Indiana",351,597,18307
2014,2015,inflow,24,22,LA,"Louisiana",340,593,15875
2014,2015,inflow,24,29,MO,"Missouri",337,603,21321
2014,2015,inflow,24,21,KY,"Kentucky",302,596,14131
2014,2015,inflow,24,55,WI,"Wisconsin",273,436,14078
2014,2015,inflow,24,27,MN,"Minnesota",263,426,16204
2014,2015,inflow,24,32,NV,"Nevada",245,428,12293
2014,2015,inflow,24,40,OK,"Oklahoma",219,439,11538
2014,2015,inflow,24,20,KS,"Kansas",192,365,10670
2014,2015,inflow,24,41,OR,"Oregon",181,294,8886
2014,2015,inflow,24,28,MS,"Mississippi",179,322,8113
2014,2015,inflow,24,44,RI,"Rhode Island",177,280,7859
2014,2015,inflow,24,49,UT,"Utah",176,348,9736
2014,2015,inflow,24,35,NM,"New Mexico",176,309,10125
2014,2015,inflow,24,23,ME,"Maine",152,240,7708
2014,2015,inflow,24,33,NH,"New Hampshire",145,252,8777
2014,2015,inflow,24,05,AR,"Arkansas",138,259,7575
2014,2015,inflow,24,19,IA,"Iowa",124,203,6484
2014,2015,inflow,24,31,NE,"Nebraska",123,227,5709
2014,2015,inflow,24,02,AK,"Alaska",104,194,4463
2014,2015,inflow,24,50,VT,"Vermont",93,151,4587
2014,2015,inflow,24,30,MT,"Montana",63,106,2329
2014,2015,inflow,24,16,ID,"Idaho",63,105,2430
2014,2015,inflow,24,46,SD,"South Dakota",50,83,2485
2014,2015,inflow,24,38,ND,"North Dakota",47,84,1965
2014,2015,inflow,24,56,WY,"Wyoming",35,68,3703
2014,2015,inflow,25,96,MA,"MA Total Migration-US and Foreign",49424,76243,3561556
2014,2015,inflow,25,97,MA,"MA Total Migration-US",48117,73574,3384747
2014,2015,inflow,25,98,MA,"MA Total Migration-Foreign",1307,2669,176808
2014,2015,inflow,25,97,MA,"MA Total Migration-Same State",65444,102319,4832401
2014,2015,inflow,25,25,MA,"MA Non-migrants",2610091,5259618,259185151
2014,2015,inflow,25,36,NY,"New York",6554,9807,526681
2014,2015,inflow,25,33,NH,"New Hampshire",4611,6593,268657
2014,2015,inflow,25,12,FL,"Florida",4595,7404,252250
2014,2015,inflow,25,09,CT,"Connecticut",3815,5544,256010
2014,2015,inflow,25,44,RI,"Rhode Island",3606,5610,219315
2014,2015,inflow,25,06,CA,"California",3395,5187,335401
2014,2015,inflow,25,34,NJ,"New Jersey",2075,3271,187356
2014,2015,inflow,25,48,TX,"Texas",1911,3256,162439
2014,2015,inflow,25,42,PA,"Pennsylvania",1805,2708,145523
2014,2015,inflow,25,23,ME,"Maine",1375,1940,74614
2014,2015,inflow,25,57,FR,"Foreign",1307,2669,176808
2014,2015,inflow,25,51,VA,"Virginia",1202,1852,79453
2014,2015,inflow,25,37,NC,"North Carolina",1155,1892,67511
2014,2015,inflow,25,17,IL,"Illinois",1049,1629,98831
2014,2015,inflow,25,24,MD,"Maryland",978,1476,66330
2014,2015,inflow,25,13,GA,"Georgia",904,1530,55800
2014,2015,inflow,25,50,VT,"Vermont",776,1040,41452
2014,2015,inflow,25,39,OH,"Ohio",688,1021,55202
2014,2015,inflow,25,08,CO,"Colorado",649,982,41843
2014,2015,inflow,25,53,WA,"Washington",586,899,50107
2014,2015,inflow,25,26,MI,"Michigan",550,824,37183
2014,2015,inflow,25,04,AZ,"Arizona",510,800,27573
2014,2015,inflow,25,11,DC,"District Of Columbia",448,567,44381
2014,2015,inflow,25,45,SC,"South Carolina",436,678,19837
2014,2015,inflow,25,47,TN,"Tennessee",385,628,19364
2014,2015,inflow,25,27,MN,"Minnesota",325,536,27277
2014,2015,inflow,25,18,IN,"Indiana",313,483,20545
2014,2015,inflow,25,55,WI,"Wisconsin",311,471,18803
2014,2015,inflow,25,29,MO,"Missouri",290,493,23224
2014,2015,inflow,25,41,OR,"Oregon",278,408,17898
2014,2015,inflow,25,32,NV,"Nevada",220,340,11399
2014,2015,inflow,25,22,LA,"Louisiana",218,352,10116
2014,2015,inflow,25,21,KY,"Kentucky",192,317,13599
2014,2015,inflow,25,15,HI,"Hawaii",187,291,9086
2014,2015,inflow,25,01,AL,"Alabama",182,281,7327
2014,2015,inflow,25,49,UT,"Utah",181,346,14160
2014,2015,inflow,25,35,NM,"New Mexico",172,286,10705
2014,2015,inflow,25,20,KS,"Kansas",151,250,7958
2014,2015,inflow,25,10,DE,"Delaware",150,208,12868
2014,2015,inflow,25,40,OK,"Oklahoma",121,224,5628
2014,2015,inflow,25,19,IA,"Iowa",110,150,6387
2014,2015,inflow,25,02,AK,"Alaska",101,145,5060
2014,2015,inflow,25,05,AR,"Arkansas",100,162,4685
2014,2015,inflow,25,28,MS,"Mississippi",85,141,3703
2014,2015,inflow,25,54,WV,"West Virginia",77,116,2929
2014,2015,inflow,25,30,MT,"Montana",66,81,3332
2014,2015,inflow,25,16,ID,"Idaho",64,99,3084
2014,2015,inflow,25,31,NE,"Nebraska",61,95,7255
2014,2015,inflow,25,46,SD,"South Dakota",42,66,1602
2014,2015,inflow,25,38,ND,"North Dakota",33,50,1823
2014,2015,inflow,25,56,WY,"Wyoming",29,45,1180
2014,2015,inflow,26,96,MI,"MI Total Migration-US and Foreign",44561,81229,2389588
2014,2015,inflow,26,97,MI,"MI Total Migration-US",43404,78673,2271418
2014,2015,inflow,26,98,MI,"MI Total Migration-Foreign",1157,2556,118170
2014,2015,inflow,26,97,MI,"MI Total Migration-Same State",107361,189044,4703659
2014,2015,inflow,26,26,MI,"MI Non-migrants",3663023,7741940,240040055
2014,2015,inflow,26,48,TX,"Texas",4521,8777,183021
2014,2015,inflow,26,12,FL,"Florida",4397,7580,188352
2014,2015,inflow,26,39,OH,"Ohio",3570,6315,194185
2014,2015,inflow,26,17,IL,"Illinois",3420,5930,258151
2014,2015,inflow,26,18,IN,"Indiana",2825,5357,133135
2014,2015,inflow,26,06,CA,"California",2794,4906,164638
2014,2015,inflow,26,36,NY,"New York",1589,2944,82920
2014,2015,inflow,26,55,WI,"Wisconsin",1469,2543,79811
2014,2015,inflow,26,13,GA,"Georgia",1420,2791,51384
2014,2015,inflow,26,37,NC,"North Carolina",1363,2573,65090
2014,2015,inflow,26,47,TN,"Tennessee",1262,2337,76170
2014,2015,inflow,26,04,AZ,"Arizona",1231,2173,67227
2014,2015,inflow,26,57,FR,"Foreign",1157,2556,118170
2014,2015,inflow,26,51,VA,"Virginia",1044,1864,66136
2014,2015,inflow,26,08,CO,"Colorado",960,1621,44124
2014,2015,inflow,26,42,PA,"Pennsylvania",939,1663,74537
2014,2015,inflow,26,21,KY,"Kentucky",723,1365,31960
2014,2015,inflow,26,29,MO,"Missouri",627,1132,29380
2014,2015,inflow,26,53,WA,"Washington",623,1092,33415
2014,2015,inflow,26,45,SC,"South Carolina",609,1132,28591
2014,2015,inflow,26,27,MN,"Minnesota",602,1040,33705
2014,2015,inflow,26,01,AL,"Alabama",559,1110,19223
2014,2015,inflow,26,34,NJ,"New Jersey",550,1045,42980
2014,2015,inflow,26,24,MD,"Maryland",533,924,33556
2014,2015,inflow,26,32,NV,"Nevada",466,874,21833
2014,2015,inflow,26,25,MA,"Massachusetts",444,742,30180
2014,2015,inflow,26,19,IA,"Iowa",354,662,22137
2014,2015,inflow,26,22,LA,"Louisiana",334,593,14371
2014,2015,inflow,26,40,OK,"Oklahoma",325,634,14711
2014,2015,inflow,26,20,KS,"Kansas",289,557,12962
2014,2015,inflow,26,41,OR,"Oregon",288,531,13443
2014,2015,inflow,26,28,MS,"Mississippi",279,542,8587
2014,2015,inflow,26,05,AR,"Arkansas",271,538,10260
2014,2015,inflow,26,09,CT,"Connecticut",265,521,26821
2014,2015,inflow,26,38,ND,"North Dakota",242,412,12982
2014,2015,inflow,26,49,UT,"Utah",230,454,10928
2014,2015,inflow,26,02,AK,"Alaska",226,379,10439
2014,2015,inflow,26,15,HI,"Hawaii",217,350,8047
2014,2015,inflow,26,54,WV,"West Virginia",187,352,6733
2014,2015,inflow,26,35,NM,"New Mexico",164,276,6874
2014,2015,inflow,26,30,MT,"Montana",157,260,6083
2014,2015,inflow,26,11,DC,"District Of Columbia",157,215,10958
2014,2015,inflow,26,56,WY,"Wyoming",139,256,1392
2014,2015,inflow,26,31,NE,"Nebraska",138,254,5864
2014,2015,inflow,26,33,NH,"New Hampshire",108,182,7259
2014,2015,inflow,26,46,SD,"South Dakota",107,194,4203
2014,2015,inflow,26,16,ID,"Idaho",107,205,5098
2014,2015,inflow,26,23,ME,"Maine",87,141,4794
2014,2015,inflow,26,10,DE,"Delaware",74,142,4962
2014,2015,inflow,26,44,RI,"Rhode Island",60,96,3976
2014,2015,inflow,26,50,VT,"Vermont",59,97,3831
2014,2015,inflow,27,96,MN,"MN Total Migration-US and Foreign",32980,57322,1942918
2014,2015,inflow,27,97,MN,"MN Total Migration-US",32334,55939,1857970
2014,2015,inflow,27,98,MN,"MN Total Migration-Foreign",646,1383,84948
2014,2015,inflow,27,97,MN,"MN Total Migration-Same State",75284,128399,3614664
2014,2015,inflow,27,27,MN,"MN Non-migrants",2103548,4492685,168262741
2014,2015,inflow,27,55,WI,"Wisconsin",5218,7974,242908
2014,2015,inflow,27,38,ND,"North Dakota",2985,4894,131117
2014,2015,inflow,27,06,CA,"California",2139,3766,132442
2014,2015,inflow,27,48,TX,"Texas",2067,4150,84225
2014,2015,inflow,27,17,IL,"Illinois",1971,3611,113553
2014,2015,inflow,27,19,IA,"Iowa",1786,3133,85249
2014,2015,inflow,27,12,FL,"Florida",1372,2286,85134
2014,2015,inflow,27,46,SD,"South Dakota",1169,1965,102346
2014,2015,inflow,27,04,AZ,"Arizona",1050,1773,50798
2014,2015,inflow,27,08,CO,"Colorado",889,1582,43566
2014,2015,inflow,27,36,NY,"New York",859,1455,57614
2014,2015,inflow,27,26,MI,"Michigan",776,1323,42074
2014,2015,inflow,27,53,WA,"Washington",668,1154,45440
2014,2015,inflow,27,57,FR,"Foreign",646,1383,84948
2014,2015,inflow,27,13,GA,"Georgia",579,1070,27666
2014,2015,inflow,27,37,NC,"North Carolina",573,1005,31019
2014,2015,inflow,27,29,MO,"Missouri",553,1045,26785
2014,2015,inflow,27,31,NE,"Nebraska",507,988,22608
2014,2015,inflow,27,51,VA,"Virginia",483,809,32161
2014,2015,inflow,27,39,OH,"Ohio",483,854,29363
2014,2015,inflow,27,18,IN,"Indiana",476,936,21446
2014,2015,inflow,27,42,PA,"Pennsylvania",431,726,27981
2014,2015,inflow,27,20,KS,"Kansas",399,796,-18273
2014,2015,inflow,27,47,TN,"Tennessee",372,697,18464
2014,2015,inflow,27,34,NJ,"New Jersey",340,612,69228
2014,2015,inflow,27,25,MA,"Massachusetts",328,524,18940
2014,2015,inflow,27,32,NV,"Nevada",303,530,14941
2014,2015,inflow,27,41,OR,"Oregon",301,488,13873
2014,2015,inflow,27,30,MT,"Montana",271,430,12095
2014,2015,inflow,27,24,MD,"Maryland",257,417,13550
2014,2015,inflow,27,49,UT,"Utah",214,460,10343
2014,2015,inflow,27,02,AK,"Alaska",214,373,11450
2014,2015,inflow,27,21,KY,"Kentucky",185,359,9408
2014,2015,inflow,27,09,CT,"Connecticut",184,322,22703
2014,2015,inflow,27,40,OK,"Oklahoma",183,350,7384
2014,2015,inflow,27,22,LA,"Louisiana",169,291,7940
2014,2015,inflow,27,45,SC,"South Carolina",167,288,8015
2014,2015,inflow,27,05,AR,"Arkansas",167,305,9692
2014,2015,inflow,27,15,HI,"Hawaii",156,254,5786
2014,2015,inflow,27,35,NM,"New Mexico",142,242,5950
2014,2015,inflow,27,01,AL,"Alabama",142,286,6733
2014,2015,inflow,27,56,WY,"Wyoming",135,232,11822
2014,2015,inflow,27,16,ID,"Idaho",123,228,133935
2014,2015,inflow,27,28,MS,"Mississippi",120,236,4729
2014,2015,inflow,27,11,DC,"District Of Columbia",98,129,6794
2014,2015,inflow,27,23,ME,"Maine",85,183,2525
2014,2015,inflow,27,33,NH,"New Hampshire",62,98,3819
2014,2015,inflow,27,54,WV,"West Virginia",54,89,1955
2014,2015,inflow,27,50,VT,"Vermont",44,78,2124
2014,2015,inflow,27,44,RI,"Rhode Island",43,79,3639
2014,2015,inflow,27,10,DE,"Delaware",42,64,2913
2014,2015,inflow,28,96,MS,"MS Total Migration-US and Foreign",22310,45508,903605
2014,2015,inflow,28,97,MS,"MS Total Migration-US",21903,44583,885582
2014,2015,inflow,28,98,MS,"MS Total Migration-Foreign",407,925,18023
2014,2015,inflow,28,97,MS,"MS Total Migration-Same State",34898,73138,1241350
2014,2015,inflow,28,28,MS,"MS Non-migrants",963915,2176566,51150828
2014,2015,inflow,28,47,TN,"Tennessee",3669,7674,130424
2014,2015,inflow,28,48,TX,"Texas",3050,6287,120629
2014,2015,inflow,28,22,LA,"Louisiana",2639,5444,117342
2014,2015,inflow,28,01,AL,"Alabama",2022,4275,83165
2014,2015,inflow,28,12,FL,"Florida",1436,2669,56518
2014,2015,inflow,28,13,GA,"Georgia",1161,2422,40895
2014,2015,inflow,28,06,CA,"California",810,1588,47318
2014,2015,inflow,28,05,AR,"Arkansas",675,1392,25281
2014,2015,inflow,28,17,IL,"Illinois",620,1241,19362
2014,2015,inflow,28,37,NC,"North Carolina",474,977,20256
2014,2015,inflow,28,51,VA,"Virginia",422,888,19910
2014,2015,inflow,28,57,FR,"Foreign",407,925,18023
2014,2015,inflow,28,29,MO,"Missouri",363,720,13999
2014,2015,inflow,28,36,NY,"New York",325,610,13657
2014,2015,inflow,28,39,OH,"Ohio",314,588,18026
2014,2015,inflow,28,26,MI,"Michigan",311,617,9773
2014,2015,inflow,28,18,IN,"Indiana",258,524,9853
2014,2015,inflow,28,45,SC,"South Carolina",247,490,11838
2014,2015,inflow,28,08,CO,"Colorado",243,510,9549
2014,2015,inflow,28,21,KY,"Kentucky",241,472,10046
2014,2015,inflow,28,55,WI,"Wisconsin",219,432,8181
2014,2015,inflow,28,40,OK,"Oklahoma",214,409,8297
2014,2015,inflow,28,42,PA,"Pennsylvania",206,387,9412
2014,2015,inflow,28,04,AZ,"Arizona",197,425,9168
2014,2015,inflow,28,53,WA,"Washington",195,393,8499
2014,2015,inflow,28,24,MD,"Maryland",142,298,7655
2014,2015,inflow,28,34,NJ,"New Jersey",119,242,4487
2014,2015,inflow,28,20,KS,"Kansas",114,229,4202
2014,2015,inflow,28,32,NV,"Nevada",112,208,4396
2014,2015,inflow,28,27,MN,"Minnesota",109,205,3949
2014,2015,inflow,28,25,MA,"Massachusetts",89,155,4266
2014,2015,inflow,28,35,NM,"New Mexico",86,156,3525
2014,2015,inflow,28,19,IA,"Iowa",85,187,2374
2014,2015,inflow,28,15,HI,"Hawaii",71,145,2517
2014,2015,inflow,28,49,UT,"Utah",68,154,2560
2014,2015,inflow,28,41,OR,"Oregon",63,110,1938
2014,2015,inflow,28,31,NE,"Nebraska",63,135,2292
2014,2015,inflow,28,02,AK,"Alaska",61,111,2296
2014,2015,inflow,28,38,ND,"North Dakota",57,145,3139
2014,2015,inflow,28,54,WV,"West Virginia",49,107,1643
2014,2015,inflow,28,56,WY,"Wyoming",40,85,1354
2014,2015,inflow,28,30,MT,"Montana",40,91,1866
2014,2015,inflow,28,09,CT,"Connecticut",40,52,1196
2014,2015,inflow,28,11,DC,"District Of Columbia",35,49,2253
2014,2015,inflow,28,16,ID,"Idaho",29,58,1192
2014,2015,inflow,28,23,ME,"Maine",21,37,1074
2014,2015,inflow,28,46,SD,"South Dakota",20,43,676
2014,2015,inflow,28,44,RI,"Rhode Island",20,35,752
2014,2015,inflow,28,33,NH,"New Hampshire",20,33,1235
2014,2015,inflow,28,10,DE,"Delaware",20,48,735
2014,2015,inflow,28,50,VT,"Vermont",19,31,610
2014,2015,inflow,29,96,MO,"MO Total Migration-US and Foreign",44101,81283,2215637
2014,2015,inflow,29,97,MO,"MO Total Migration-US",43088,78919,2154268
2014,2015,inflow,29,98,MO,"MO Total Migration-Foreign",1013,2364,61369
2014,2015,inflow,29,97,MO,"MO Total Migration-Same State",73688,136463,2785986
2014,2015,inflow,29,29,MO,"MO Non-migrants",2135644,4555741,139134831
2014,2015,inflow,29,20,KS,"Kansas",7191,12601,349401
2014,2015,inflow,29,17,IL,"Illinois",6096,10279,302476
2014,2015,inflow,29,48,TX,"Texas",3722,7246,179113
2014,2015,inflow,29,06,CA,"California",2421,4417,125672
2014,2015,inflow,29,12,FL,"Florida",2021,3598,145771
2014,2015,inflow,29,05,AR,"Arkansas",1987,4006,71670
2014,2015,inflow,29,40,OK,"Oklahoma",1414,2762,61241
2014,2015,inflow,29,19,IA,"Iowa",1127,1977,52642
2014,2015,inflow,29,08,CO,"Colorado",1103,2071,52468
2014,2015,inflow,29,57,FR,"Foreign",1013,2364,61369
2014,2015,inflow,29,47,TN,"Tennessee",986,1867,44841
2014,2015,inflow,29,13,GA,"Georgia",948,1860,45027
2014,2015,inflow,29,37,NC,"North Carolina",836,1667,36590
2014,2015,inflow,29,04,AZ,"Arizona",811,1593,41394
2014,2015,inflow,29,36,NY,"New York",799,1385,46251
2014,2015,inflow,29,18,IN,"Indiana",777,1479,34438
2014,2015,inflow,29,39,OH,"Ohio",749,1355,41077
2014,2015,inflow,29,31,NE,"Nebraska",671,1206,39244
2014,2015,inflow,29,26,MI,"Michigan",656,1148,31848
2014,2015,inflow,29,51,VA,"Virginia",649,1209,38328
2014,2015,inflow,29,53,WA,"Washington",635,1266,37618
2014,2015,inflow,29,55,WI,"Wisconsin",621,1084,33473
2014,2015,inflow,29,21,KY,"Kentucky",584,1115,22195
2014,2015,inflow,29,42,PA,"Pennsylvania",511,954,30059
2014,2015,inflow,29,27,MN,"Minnesota",495,899,27506
2014,2015,inflow,29,22,LA,"Louisiana",456,887,20798
2014,2015,inflow,29,01,AL,"Alabama",394,716,18372
